document_id,subject_str,subject_id,subject_type,predicate_org,predicate,object_str,object_id,object_type,text
10050001,historian,http://www.wikidata.org/entity/Q201788,Profession,regarded,regard,western,http://www.wikidata.org/entity/Q1552113,Language,"Maximilian Karl Emil Weber was a German sociologist , historian , jurist , and political economist regarded as among the most important theorists of the development of modern Western society ."
10050001,historian,http://www.wikidata.org/entity/Q201788,Profession,regarded,regard,western,http://www.wikidata.org/entity/Q1939221,Language,"Maximilian Karl Emil Weber was a German sociologist , historian , jurist , and political economist regarded as among the most important theorists of the development of modern Western society ."
10050001,historian,http://www.wikidata.org/entity/Q201788,Profession,regarded,regard,western,http://www.wikidata.org/entity/Q3551358,Language,"Maximilian Karl Emil Weber was a German sociologist , historian , jurist , and political economist regarded as among the most important theorists of the development of modern Western society ."
10050002,carl emil weber,Carl Emil Weber,PERSON,was,be,german,German,NORP,Maximilian `` Max '' Carl Emil Weber was a German sociologist and national economist .
10050002,carl emil weber,Carl Emil Weber,PERSON,was,be,german,http://www.wikidata.org/entity/Q188,Language,Maximilian `` Max '' Carl Emil Weber was a German sociologist and national economist .
10050002,carl emil weber,Carl Emil Weber,PERSON,was,be,sociologist,http://www.wikidata.org/entity/Q2306091,Profession,Maximilian `` Max '' Carl Emil Weber was a German sociologist and national economist .
10050002,carl emil weber,Carl Emil Weber,PERSON,was,be,economist,http://www.wikidata.org/entity/Q1227195,Profession,Maximilian `` Max '' Carl Emil Weber was a German sociologist and national economist .
10050002,carl emil weber,Carl Emil Weber,PERSON,was,be,economist,http://www.wikidata.org/entity/Q188094,Profession,Maximilian `` Max '' Carl Emil Weber was a German sociologist and national economist .
10050021,weber,Weber,PERSON,did not see,do not see,sociologist,http://www.wikidata.org/entity/Q2306091,Profession,"While Weber did not see himself as a sociologist , he is recognized as one of the fathers of sociology along with Auguste Comte , Karl Marx , and Émile Durkheim ."
10050042,sunday,Sunday,DATE,established,establish,heidelberg,Heidelberg,GPE,"In addition , he gathered renowned scientists , politicians and intellectuals for the Sunday jour fixe , whose meetings established the so-called `` myth of Heidelberg '' as an intellectual center ."
10050042,sunday,Sunday,DATE,established,establish,intellectual,http://www.wikidata.org/entity/Q58968,Profession,"In addition , he gathered renowned scientists , politicians and intellectuals for the Sunday jour fixe , whose meetings established the so-called `` myth of Heidelberg '' as an intellectual center ."
10050092,weber,Weber,PERSON,is associated,be associate,protestantism,Protestantism,NORP,"Weber 's name is associated with the Protestantism-capitalism thesis , the principle of value judgment , the concept of charisma , the state 's monopoly on the use of force , and the distinction between ethics of conscience and ethics of responsibility ."
10050101,protestant,Protestant,NORP,was,be,weber,Weber,PERSON,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,protestant,Protestant,NORP,was,be,india,India,GPE,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,protestant,Protestant,NORP,was,be,india,http://www.wikidata.org/entity/Q668,Country,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,ethic,Ethic,ORG,was,be,weber,Weber,PERSON,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,ethic,Ethic,ORG,was,be,india,India,GPE,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,ethic,Ethic,ORG,was,be,india,http://www.wikidata.org/entity/Q668,Country,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,protestant,Protestant,NORP,was,be,china,China,GPE,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,protestant,Protestant,NORP,was,be,judaism,Judaism,NORP,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,protestant,Protestant,NORP,was,be,china,http://www.wikidata.org/entity/Q148,Country,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,protestant,Protestant,NORP,was,be,judaism,http://www.wikidata.org/entity/Q9268,Belief,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,ethic,Ethic,ORG,was,be,china,China,GPE,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,ethic,Ethic,ORG,was,be,judaism,Judaism,NORP,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,ethic,Ethic,ORG,was,be,china,http://www.wikidata.org/entity/Q148,Country,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050101,ethic,Ethic,ORG,was,be,judaism,http://www.wikidata.org/entity/Q9268,Belief,"Protestant Ethic was the earliest part in Weber 's broader consideration of world religions , as he later examined the religions of China and India , as well as ancient Judaism , with particular regard to their differing economic consequences and conditions of social stratification ."
10050111,weber,Weber,PERSON,defined,define,the state,http://www.wikidata.org/entity/Q30,Country,"In another major work , `` Politics as a Vocation '' , Weber defined `` the state '' as an entity that successfully claims a `` monopoly of the legitimate use of physical force within a given territory '' ."
10050161,weber,Weber,PERSON,was,be,the first world war,the First World War,EVENT,"After the First World War , Weber was among the founders of the liberal German Democratic Party ."
10050161,weber,Weber,PERSON,was,be,german democratic party,German Democratic Party,ORG,"After the First World War , Weber was among the founders of the liberal German Democratic Party ."
10050161,weber,Weber,PERSON,was,be,founders,http://www.wikidata.org/entity/Q19435686,Profession,"After the First World War , Weber was among the founders of the liberal German Democratic Party ."
10050161,weber,Weber,PERSON,was,be,german,http://www.wikidata.org/entity/Q188,Language,"After the First World War , Weber was among the founders of the liberal German Democratic Party ."
