document_id,subject_str,subject_id,subject_type,predicate_org,predicate,object_str,object_id,object_type,text
4031,fuller,Fuller,PERSON,was,be,concerned about sustainability under existing system,concerned about sustainability under existing system,Unknown,"Though Fuller was concerned about sustainability and human survival under the existing socio - economic system , he remained optimistic about humanity 's future ."
38747319,leibel,Leibel,PERSON,also serves as,also serve as,one four scientific steering committee members,one four scientific steering committee members,Unknown,"Leibel also serves as one of four Scientific Steering Committee members of the Type 1 Diabetes Research Consortium , a multi-institutional collaborative program of The Leona M. and Harry B. Helmsley Charitable Trust , that was established in 2009 to better understand the causes of type 1 diabetes and explore potential therapies ."
14573,asimov,http://www.wikidata.org/entity/Q34981,Person,credited as,credit as,major influence in his lifelong love of written word,major influence in his lifelong love of written word,Unknown,"The candy stores sold newspapers and magazines , a fact that Asimov credited as a major influence in his lifelong love of the written word , as it presented him with an unending supply of new reading material ( including pulp science fiction magazines ) as a child that he could not have otherwise afforded ."
7732,xavier,Xavier,PERSON,being stripped,be strip,while in contact arrested for his part,while in contact arrested for his part,Unknown,"The real Xavier is shown in prison on Alcatraz and slowly being stripped of his telepathic powers while in psionic contact with Beast , who was arrested earlier for his part in the anti-mutant riots ."
4788479,mason,http://www.wikidata.org/entity/Q1411222,Language,took note of,take note of,boy 's work habits,boy 's work habits,Unknown,"Mason took note of the boy 's work habits , talent , ambition , and charm ."
53750692,jodie,Jodie,PERSON,has exceeded,have exceed,our high expectations,our high expectations,Unknown,"Jodie 's magnificent , iconic Doctor has exceeded all our high expectations ."
14907770,clynes,Clynes,PERSON,expanded,expand,superconductor 's capacity for real life interpretation,superconductor 's capacity for real life interpretation,Unknown,"Clynes further expanded SuperConductor 's capacity for real life expressive interpretation of music with a fourth principle he called "" Self - tuning Expressive Intonation , "" which unfixes the equal temperament tuning and permits the sharpening of the leading tone and other modifications of the sort executed by fine players of stringed instruments and other instruments whose intonation is actively controlled in the playing ; now even a piano could exhibit this technique — by means of a laptop computer and synthesizer ."
2783471,rotwang,Rotwang,PERSON,is,be,portrayed,portrayed,Unknown,"In the Yugoslav comic book series "" Borba "" , Rotwang is a recurring villain , and is portrayed as a Nazi ."
152687,santos dumont,Santos Dumont,FAC,was hospitalized in,be hospitalize in,france,france,Unknown,"On 28 October 1930 , Santos - Dumont was hospitalized in France , and on 14 April of the following year he wrote his first will ."
63550648,officials,http://www.wikidata.org/entity/Q1757103,Profession,sound knowledge of,sound knowledge of,outlook,outlook,Unknown,"In 1923 , Hoernlé wrote that to be successful in implementing change and European - style administration among traditional populations , officials needed "" a sound knowledge of the outlook and beliefs of the natives "" ."
26564559,ninth doctor,Ninth Doctor,WORK_OF_ART,appears in,appear in,episode,episode,Unknown,"The Ninth Doctor first appears in the episode "" Rose "" where he rescues 19 - year - old shopgirl Rose Tyler ( Billie Piper ) from an Auton attack in the department store where she works ."
649928,expert panel,Expert Panel,ORG,be,be,tested,tested,Unknown,"With the full support of the Chinese Prime Minister , Wen Jiabao , in February 2006 , an Expert Panel called by former Petroleum Minister Dr Wang Tao , unanimously agreed Hsu 's ROR invention was innovative , and should be tested and applied in China ."
292186,quatermass,Quatermass,WORK_OF_ART,is,be,as innovator invested with scientific authority,as innovator invested with scientific authority,Unknown,"As a leading scientific innovator , Quatermass is invested with scientific and moral authority ."
61972444,brundle,Brundle,PERSON,was,be,parodied by jim carrey as 2020 candidate joe biden in reference,parodied by jim carrey as 2020 candidate joe biden in reference,Unknown,Brundle was parodied on Saturday Night Live by Jim Carrey as 2020 presidential candidate Joe Biden in a reference to the fly that had landed on Vice President Mike Pence 's head during the 2020 Vice-Presidential Debate .
62737100,del rosario,del Rosario,PERSON,was president of,be president of,association,association,Unknown,"From 1954 to 1957 , del Rosario was an ex-officio member of the executive committee of the World Meteorological Organization ( WMO ) and was president of a regional association of the WMO , which included the Philippines , Australia , Indonesia , New Zealand among others ."
2825163,snyder,Snyder,PERSON,directed film via,direct film via,their newly rebranded production company,their newly rebranded production company,Unknown,"Snyder directed and produced the film with his partner and wife , Deborah Snyder , via their newly rebranded production company , The Stone Quarry ."
60645118,hogue,Hogue,PERSON,was,be,prior to appointment director,prior to appointment director,Unknown,"Prior to this appointment , Hogue was the Director of the Hydrologic Science and Engineering graduate program at Colorado School of Mines ."
15468877,prince alexander,Prince Alexander,PERSON,married maria valguarnera di niscemi in,marry maria valguarnera di niscemi in,new york city,new york city,Unknown,"Prince Alexander married Maria Valguarnera di Niscemi ( born 29 November 1931 ) , an Italian aristocrat , on 23 February 1971 in New York City in a civil ceremony , and in a religious ceremony on 18 July 1971 in Cannes ."
59760845,lavik,Lavik,ORG,implanted,implant,them,them,Unknown,"Lavik created polymer scaffolds were seeded with neural stem cells , and implanted them in to paralysed rats ."
59845894,izmerov,Izmerov,ORG,died after,die after,long illness,long illness,Unknown,"Izmerov died on December 23 , 2016 after a long and serious illness in Moscow , and was buried at Troyekurovsky cemetery ."
70631,humboldt,Humboldt,PERSON,consulted,consult,other mining experts,other mining experts,Unknown,"Humboldt also consulted other German mining experts , who were already in Mexico ."
736,einstein,http://www.wikidata.org/entity/Q937,Person,was limited as,be limit as,result,result,Unknown,"His views were not shared by the majority of Jews seeking to form a new country ; as a result , Einstein was limited to a marginal role in the Zionist movement ."
1130,avicenna,Avicenna,GPE,described,describe,early scientific method of inquiry,early scientific method of inquiry,Unknown,"In the "" Al - Burhan "" ( "" On Demonstration "" ) section of "" The Book of Healing "" , Avicenna discussed the philosophy of science and described an early scientific method of inquiry ."
3131791,friedman,Friedman,PERSON,wrote paper with,write paper with,david wise,david wise,Unknown,"With David Wise , Friedman wrote a highly influential paper on lazy programming , specifically on lazy streams ( ICALP 1976 ) ."
38761997,margulova,Margulova,PERSON,actively deal with,actively deal with,retraining for power industry,retraining for power industry,Unknown,"In 1956 , Margulova began to actively deal with the retraining of specialists and the improvement of technological processes for the nuclear power industry ."
45410575,baker,http://www.wikidata.org/entity/Q4849228,Language,was removed following,be remove follow,campaigning by groups opposed to same sex marriage,campaigning by groups opposed to same sex marriage,Unknown,"As a Justice , Baker was part of the unanimous Iowa Supreme Court ruling legally recognizing same - sex marriage in Iowa , and was removed from office after a judicial retention election , following campaigning by groups opposed to same - sex marriage including the National Organization for Marriage ."
43618403,sahib,Sahib,PERSON,was,be,born,born,Unknown,"Sahib was born on 14 September 938 in Talaqancha , a village roughly 20 miles south of the major Buyid city of Isfahan ."
44098248,steen,Steen,ORG,died on,die on,september 4 2020,september 4 2020,Unknown,"Steen died unexpectedly in Vermont on September 4 , 2020 ."
7713110,griffin,Griffin,PERSON,appears in,appear in,seal of municipality,seal of municipality,Unknown,"A griffin appears in the official seal of the Municipality of Heraklion , Greece ."
56513662,wightman,Wightman,ORG,earned ph.d. from,earn ph.d. from,university of north carolina,university of north carolina,Unknown,"Wightman received his B.A. degree with honors from Erskine College in Due West , South Carolina in 1968 and earned a Ph.D. in chemistry from the University of North Carolina at Chapel Hill in 1974 , where he worked with Royce Murray ."
29688374,galileo,Galileo,PRODUCT,had set up standards,have set up standard,measurements made on days in different laboratories,measurements made on days in different laboratories,Unknown,"In order to perform his experiments , Galileo had to set up standards of length and time , so that measurements made on different days and in different laboratories could be compared in a reproducible fashion ."
8784032,akasaki,Akasaki,ORG,started,start,working on gan based leds in 1960s,working on gan based leds in 1960s,Unknown,Akasaki started working on GaN - based blue LEDs in the late 1960s .
3122883,killer frost,Killer Frost,PERSON,later has scientist,later have scientist,he had gone into hiding,he had gone into hiding,Unknown,"Killer Frost later has a scientist named Byte track down Martin Stein , the original creator of the Firestorm Matrix , to his secluded cabin while he had gone into hiding during the Crime Syndicate 's takeover of Earth ."
3131791,friedman,Friedman,PERSON,resumed,resume,work on his little series with prover with carl eastlund,work on his little series with prover with carl eastlund,Unknown,"Most recently , Friedman resumed work on his "" Little "" series with "" The Reasoned Schemer "" ( with William E. Byrd and Oleg Kiselyov ) , explaining logic programming via an extension of Scheme , and with "" The Little Prover "" ( with Carl Eastlund ) , introducing inductive proofs as a way to determine facts about computer programs ."
36450041,d'auvergne,D'Auvergne,GPE,captured delaware on,capture delaware on,25 october 1777,25 october 1777,Unknown,"On 25 October 1777 d'Auvergne captured the "" Delaware "" with a company of Grenadiers ; and on 27 May 1778 landed a party of marines at Fogland Ferry , successfully destroying the guard house ."
5585308,doctor,http://www.wikidata.org/entity/Q4618975,Award,regenerates at,regenerate at,end of life,end of life,Unknown,"At the end of life , the Doctor regenerates ; as a result , the physical appearance and personality of the Doctor changes ."
19029075,ichazo,Ichazo,ORG,was,be,bolivian,bolivian,Unknown,"Óscar Ichazo ( July 24 , 1931 – March 26 , 2020 ) was a Bolivian philosopher and the originator of Integral Philosophy ."
62938902,nelson,Nelson,PERSON,working on,work on,engineering,engineering,Unknown,"Nelson moved to Johns Hopkins University School of Medicine for her graduate studies , working on biomedical engineering under the supervision of Christopher S. Chen ."
292186,john robinson,John Robinson,PERSON,was picked as,be pick as,only actor available,only actor available,Unknown,"With very little time to find a replacement , John Robinson was picked as the only suitable actor available ."
14907770,aborigines,Aborigines,NORP,identify,identify,emotional qualities derived from touch of americans,emotional qualities derived from touch of americans,Unknown,"In one trial , for example , Aborigines in Central Australia were able to correctly identify the specific emotional qualities of sounds derived from the touch of white urban Americans ."
59931795,tyson,Tyson,PERSON,was,be,fellow at stanford university center for advanced study in behavioral sciences,fellow at stanford university center for advanced study in behavioral sciences,Unknown,"During the 2018 - 19 academic year , Tyson was a fellow at Stanford University Center for Advanced Study in the Behavioral Sciences ."
56513662,wightman,Wightman,ORG,has,have,has william r. kenan jr. professor of chemistry at university of north carolina at chapel hill,has william r. kenan jr. professor of chemistry at university of north carolina at chapel hill,Unknown,"Since 1989 , Wightman has been the William R. Kenan Jr. professor of chemistry at the University of North Carolina at Chapel Hill ."
7732,xavier,Xavier,PERSON,has,have,health,health,Unknown,"One of the Morlocks partially restores Xavier 's health , but Callisto warns Xavier that he is not fully healed and that he must spend more time recuperating and restrain himself from exerting his full strength or powers , or his health might fail again ."
61301236,jenkins,Jenkins,PERSON,was,be,in march 2020 inducted into honour roll of women in recognition for gender equity,in march 2020 inducted into honour roll of women in recognition for gender equity,Unknown,"In March 2020 , Jenkins was inducted into the Victorian Honour Roll of Women in recognition of her advocacy for gender equity , Aboriginal health and education ."
566081,scott,Scott,PERSON,reported,report,their findings,their findings,Unknown,"Burk and Scott reported their findings to Mrs Moore , who was concerned by the negative report , and also by dismissive articles in the press ."
3122883,killer frost,Killer Frost,PERSON,is,be,name,name,Unknown,"Killer Frost is a name used by several female supervillains and superheroes appearing in comic books published by DC Comics : Crystal Frost , Louise Lincoln , and Caitlin Snow ."
1980547,doctor,Doctor,PERSON,quickly mellowed into,quickly mellow into,figure,figure,Unknown,The initially irascible and slightly sinister Doctor quickly mellowed into a more compassionate figure .
53750692,whittaker,Whittaker,PERSON,was,be,also nominated at national television awards in dramatic performance category in tv choice awards in best actress category,also nominated at national television awards in dramatic performance category in tv choice awards in best actress category,Unknown,"Whittaker was also nominated at the National Television Awards in the Best Dramatic Performance category , in the TV Choice Awards in the Best Actress Category , at the ITalkTelly Awards in the Best Dramatic Performance category , and she won the Heat Magazine Unmissable Award for Actress of the year ."
40309755,grodon research conferences,Grodon Research Conferences,ORG,cited,cite,researcher merit award,researcher merit award,Unknown,"Grodon Research Conferences ( 2010 ) ISI Highly cited researcher in Microbiology ( 2009 ) Member , German Academy of Science Leopoldina ( 2009 ) Senior Scholar Award in Global Infectious Diseases , Ellison Medical Foundation 2004 Hans - Sigrist Prize , Hans - Sigrist - Foundation , Berne , Switzerland ( 2002 ) MERIT Award , National Institutes of Health ( 2000 ) Searle - Chicago Community Trust Scholar ( 1991 ) Sinsheimer Scholar in the Biomedical Sciences , Sinsheimer Foundation ( 1991 ) Pew Scholar in the Biomedical Sciences , Pew Foundation ( 1990 )"
5932241,rybakov,Rybakov,PERSON,sending drafts to,send draft to,friends,friends,Unknown,"While studying at Leningrad , the KGB had gained access to rough drafts of his anti-Soviet novel Trust due to Rybakov sending drafts to friends and classmates ."
26750707,macredie,Macredie,PERSON,attended broom valley before,attend broom valley before,degree,degree,Unknown,"Macredie was born in Rotherham , West Riding of Yorkshire and attended Broom Valley junior and infants ' school , Oakwood Comprehensive School , and Rotherham College of Arts and Technology , before an undergraduate degree in Physics and Computer Science at the University of Hull ."
20942188,doctor,Doctor,PERSON,proceeds,proceed,to run to end,to run to end,Unknown,"In "" Hell Bent "" , the Doctor deposes Time Lord President Rassilon ( Donald Sumpter ) and uses Time Lord technology to save Clara from the moments before her death , and then proceeds to run away with her to the end of time in the hopes of cheating death permanently ."
736,einstein,Einstein,PERSON,was wrong about,be wrong about,realism,realism,Unknown,"Although Einstein was wrong about local realism , his clear prediction of the unusual properties of its opposite , entangled quantum states , has resulted in the EPR paper becoming among the top ten papers published in "" Physical Review "" ."
70631,alexander von humboldt,http://www.wikidata.org/entity/Q6694,Person,is,be,also ship named after scientist originally built as reserve sonderburg,also ship named after scientist originally built as reserve sonderburg,Unknown,""" Alexander von Humboldt "" is also a German ship named after the scientist , originally built in 1906 by the German shipyard AG Weser at Bremen as Reserve Sonderburg ."
1528421,giganta,Giganta,GPE,is teacher at,be teacher at,ryan choi 's ivy town university,ryan choi 's ivy town university,Unknown,Giganta is a teacher at Ryan Choi 's Ivy Town University .
24742,dirac,Dirac,LOC,wrote as,write as,author of article appearing in may 1963 edition,author of article appearing in may 1963 edition,Unknown,"As an author of an article appearing in the May 1963 edition of "" Scientific American "" , Dirac wrote : It seems to be one of the fundamental features of nature that fundamental physical laws are described in terms of a mathematical theory of great beauty and power , needing quite a high standard of mathematics for one to understand it ."
7732,javier,Javier,PERSON,remained,remain,way,way,Unknown,"Javier and Jean remained in meditation the whole way ; keeping the ship afloat , for if they set down they would not get airborne again ."
44131841,silverman,Silverman,PERSON,said in,say in,interview late,interview late,Unknown,"In an interview late in his life , Silverman said that his mother had rheumatic heart disease and that she struggled with her health after he was born , so he was raised mostly by his grandparents ."
3231511,scilla,http://www.wikidata.org/entity/Q395714,Person,argues for,argue for,scientific explanation,scientific explanation,Unknown,"In this work Scilla argues for a scientific explanation for fossils , as opposed to them being of fantastic origin or a test of faith from God ."
24341445,charyk,Charyk,PERSON,was,be,in 1973 inducted into national academy of sciences for basic contributions relating,in 1973 inducted into national academy of sciences for basic contributions relating,Unknown,"In 1973 Charyk was inducted into the National Academy of Sciences and National Academy of Engineering for "" basic contributions relating to space flight and leadership in development of communications satellites "" ."
55115114,ilyas,Ilyas,ORG,co-founded,co-found,start up focusing on scale data integration,start up focusing on scale data integration,Unknown,"Ilyas co-founded Tamr Inc. , a start - up focusing on large - scale data integration and cleaning , with Andy Palmer and Michael Stonebraker , a Turing Award winner ."
26950284,hopkirk,Hopkirk,PERSON,became,become,laboratory assistant at,laboratory assistant at,Unknown,"Born at Hamua , north of Eketahuna , in 1894 , Hopkirk started his scientific career as a cadet in the laboratory of the Biology Department of Victoria University College and in 1912 became a laboratory assistant at the Wallaceville Animal Diagnostic and Research Laboratory ."
65581099,dorsch,Dorsch,PERSON,was,be,from 1991 to 1993 member of national health nhmrc,from 1991 to 1993 member of national health nhmrc,Unknown,From 1991 to 1993 Dorsch was a Member of the National Health and Medical Research Council ( NHMRC ) .
9683784,dancoff,Dancoff,PRODUCT,worked on,work on,theory of reactors,theory of reactors,Unknown,"During the Second World War , Dancoff worked on the theory of the newly invented nuclear reactors ."
574479,djerassi,http://www.wikidata.org/entity/Q78608,Person,wrote,write,poems,poems,Unknown,Djerassi wrote numerous poems that were published in journals or anthologies .
59733371,nembhard,Nembhard,PERSON,was,be,promoted,promoted,Unknown,In 2011 Nembhard was promoted to professor and made the co-director of the National Science Foundation Centre for Health Organisation Transformation .
65740026,catherine potvin,Catherine Potvin,PERSON,is,be,forest ecologist,forest ecologist,Unknown,Catherine Potvin is a tropical forest ecologist and professor at McGill University in the Department of Biology .
1839695,darkman,http://www.wikidata.org/entity/Q5223678,Person,has,have,character,character,Unknown,"Over Pocket Books ' four novels ( "" The Hangman "" , "" The Price of Fear "" , "" The Gods of Hell "" , and "" In the Face of Death "" ) Boyll further develops Darkman 's character and how he deals with his new existence as an outcast individual with the ability to help others ."
66957729,yessenkulovna,Yessenkulovna,GPE,was,be,born in village in family of mamanov esengul,born in village in family of mamanov esengul,Unknown,"Yessenkulovna was born on March 24 ( some sources indicate that she was born on the 27th of September ) in 1918 in the village of Kara - Agach , Aksu district , Alma - Ata region , in the family of Mamanov Esengul , a large cattle breeder ."
5260842,baltimore,Baltimore,PERSON,was inducted as,be induct as,life member of rensselaer society of engineers,life member of rensselaer society of engineers,Unknown,Baltimore was inducted as a life - member of the Rensselaer Society of Engineers in 1946 .
39627443,california,California,GPE,operate as,operate as,research associate at hawaiian volcano observatory,research associate at hawaiian volcano observatory,Unknown,"He left California to operate the seismic station as a research associate at the Hawaiian Volcano Observatory from 1912 to 1917 , and while there prepared a report on the necessity for additional earthquake research in Southern California ."
417610,wilkes,Wilkes,ORG,was,be,born in new york city on april 3 1798 as nephew of former lord mayor of london,born in new york city on april 3 1798 as nephew of former lord mayor of london,Unknown,"Wilkes was born in New York City , on April 3 , 1798 , as the great nephew of the former Lord Mayor of London John Wilkes ."
181510,young,Young,PERSON,remarked in,remark in,reaction,reaction,Unknown,"On May 29 , 2020 , Young remarked on the protests in Atlanta in reaction to the murder of George Floyd ."
61058980,joteyko,Joteyko,PERSON,only attended,only attend,a for few months,a for few months,Unknown,Joteyko was enrolled there but only attended a for few months because her mother thought the instruction in sciences was inadequate .
1011116,cimrman,Cimrman,ORG,failed,fail,because too ahead of his time,because too ahead of his time,Unknown,Cimrmanologists admit that Cimrman has failed to obtain any recognition in this field ( as well as in any other ) because his methods were far too ahead of his time .
29688374,galileo,http://www.wikidata.org/entity/Q307,Person,made contributions through,make contribution through,innovative combination of experiment,innovative combination of experiment,Unknown,Galileo made original contributions to the science of motion through an innovative combination of experiment and mathematics .
70631,humboldt,Humboldt,PERSON,deep respect for,deep respect for,side of belief within communities,side of belief within communities,Unknown,"Humboldt remained distant of organized religion , typical of a Protestant in Germany relating to the Catholic Church ; Humboldt held deep respect for the ideal side of religious belief and church life within human communities ."
56163912,mironov,Mironov,ORG,conducted,conduct,flight studies of characteristics of experimental ogival delta wing designed for then developing supersonic airliner,flight studies of characteristics of experimental ogival delta wing designed for then developing supersonic airliner,Unknown,"In 1968 - 1975 , Mironov together with V. S. Grachev conducted flight studies of the aerodynamic characteristics of an experimental ogival delta wing designed for the then developing supersonic airliner Tupolev Tu - 144 ."
18974154,investigators,http://www.wikidata.org/entity/Q1650915,Profession,informed ivins of,inform ivins of,his impending prosecution for involvement in 2001 anthrax attacks,his impending prosecution for involvement in 2001 anthrax attacks,Unknown,"His responses allegedly included the following : Late in July 2008 , investigators informed Ivins of his impending prosecution for alleged involvement in the 2001 anthrax attacks that Ivins himself had previously assisted authorities in investigating ."
33831779,huntington,Huntington,ORG,'s disease is,'s disease be,fatal incurable genetically inherited neurodegenerative illness,fatal incurable genetically inherited neurodegenerative illness,Unknown,"While serving in the army , Carroll 's mother was diagnosed as suffering from Huntington 's disease ( HD ) , a fatal , incurable , genetically inherited neurodegenerative illness ."
